Country,PWT_Code,WDI_Code,pop75,pop09,gpop,k1975,k2009,kpw1975,kpw2009,hc1975,hc2009,rgdpwk1975,rgdpwk2009,rgdpch1950,rgdpch1955,rgdpch1960,rgdpch1965,rgdpch1970,rgdpch1975,rgdpch1980,rgdpch1985,rgdpch1990,rgdpch1995,rgdpch2000,rgdpch2005,rgdpch2006,rgdpch2007,rgdpch2008,rgdpch2009,gy7509,prodgrowth,ki1975,ki2009,meanki,natsav09,grodomsav75,grodomsav09,govsp75,govsp09,privcap75,privcap09,fdi75,fdi09,imports75,imports09,trade75,trade09,openfrac,tradetax09,martax09,migration10,labfor75,labfor09,labpop75,labpop09,indgdp75,indgdp09,agrigdp75,agrigdp09,aggdpperagworker09,percemployagr10,natcap00,mindep09,endep09,fordep09,co2emm07,tfr75,tfr09,infmor09,malaria94,malariaecology,calories07,lifeex75,lifeex09,agedep75,agedep09,avgsch75,avgsch2010,secsch09,collegeadultpop2010,compcollegeadultpop2010,avgyrsfemaleed,testscores09,intuser09,tele09,cells09,comp05,gini75,gini09,topincsh09,botincsh09,laborshare,ethnicfractionalization,rulelaw2009,corrcon09,polrights10,instability,soccapability,thrift,obedience,perseverance,faith,techvstrad,trust,work,wellbeing,africa,asia,westerneurope,latitude,area,popden60,A__missing_values
Trinidad &Tobago,TTO,TTO,1006931,1230000,0.58855023,22780000000,65529676837,61916.62673,101589.2448,2.30655,2.72897,28102.06885,54307.94547,3546.394,4315.153,6449.936,7649.827,9681.883,10267.98,12592.11,9708.761,9211.754,10072.27,15035.28,22922.41,23496.48,26263.31,31684.8,30994.84,3.249383599,1.122539623,32.09095,11.78629,26.50228,47.40939,45.13311169,,12.29222128,,3.760310583,,3.805592798,3.344145032,35.19744907,,88.18324144,,0.228571429,,,-20000,367914.1,701990.3417,36.53816399,57.0723855,,52.47317592,,0.419665889,767.6090112,6.547619,3939,0,28.22503095,0,27.86173333,3.411,1.647,31.1,0,0.252056,2713,66.41246341,69.57017073,75.34999783,37.78852884,6.367,9.2442,,3.9,3.1,9.3853,412,36.23229007,23.51737096,147.1703329,79.4,46.09,,,,0.69,0.64753002,-0.188102551,-0.092429722,2,-0.0215339,1.15,32.3,72.3,26.1,68.9,,3.8,,,,,,10.4183,4856.996,,16
Tunisia,TUN,TUN,5703966,10400000,1.766600246,,2.25013E+11,,58719.35952,1.487471,2.365065,10011.2353,17047.31361,,,,1937.299,2076.952,2709.921,3162.016,3348.746,3354.386,3679.173,4623.627,5379.785,5651.318,5938.171,6184.566,6300.92,2.481694621,,56.09497,30.93139,41.74601,22.13441,26.14562995,23.46233984,14.61467785,13.1201006,,3.631352671,,4.032901877,32.91604456,55.34319331,63.96003216,107.3345438,0.314285714,5.829644059,,-20000,1543995,3843982.078,27.06879739,36.96136613,25.92741472,29.96766448,18.4793844,7.775189276,1336.385535,20.541739,3504,0.969486725,3.52031473,0.109582028,2.332326951,5.856,2.05,17.9,0,0.126239,3312,58.55121951,74.45121951,89.7988155,42.76183467,1.3086,6.4773,,9.6,6.2,5.4627,386,33.54900551,12.25543254,93.49557632,56.65,44,40.81,47.15,5.93,0.62,0.0394,0.218586171,0.017381651,7,-0.227452016,-0.18000001,,,,,,,,,,1,,34.094849,155244.6,1.6432749,18
Turkey,TUR,TUR,40500000,76800000,1.882066665,2.655E+11,1.4739E+12,16288.34356,56030.30255,1.725568,2.564576,12588.98521,29698.61786,2229.216,2933.011,3243.476,3648.624,4416.625,5066.678,5412.182,5959.827,6892.539,7356.679,8396.575,9721.141,10213.65,10549.19,10451.69,9909.497,1.972965336,0.536194202,20.53389,15.03223,16.34398,14.90994,11.91311969,13.74847228,11.00930836,14.71480072,0.255412349,1.146430934,0.255412349,1.367223834,11.22758334,24.41939206,15.6552904,47.66251269,0.314285714,1.186977541,,-44272,16300000,25625750.44,40.24691358,33.36686255,23.27978542,25.79016745,36.49751881,9.344910114,1947.960652,19.8058252,,0.036927138,0.187608612,0,3.951095544,5.127,2.1,18.5,17.50055999,0.018004,3482,58.38758537,72.05307317,84.4405696,48.59044081,2.2969,6.4748,,8.8,5.8,5.4617,449.5,35.30000112,22.10011446,83.91226639,52.05,51,39.74,45.83,5.65,,0.31999999,0.121870318,0.093082564,3,0.882407689,0.88,39.1,46,36.8,42.3,,4.9,4,68.33333333,,,,39.019379,790418.8,,4
Turkmenistan,TKM,TKM,2523906,4885000,1.942239953,,53821806539,,22982.39259,,,,13827.84492,,,,,,,,,,3612.448,4370.611,5144.967,5587.618,6196.922,6706.501,6934.245,,,,4.431316,,36.90854,,41.16663869,,9.924276916,,,,6.792875989,,45.84564644,,121.4395778,,,,-25000,,2449679.399,,50.14696825,,53.5411758,,12.2620525,1361.832563,29.6890091,,0,30.42882773,,9.195728039,5.783,2.43,41.5,0,0.06247,2754,59.55080488,65.04895122,92.0377552,50.85438431,,,,,,,,1.57342216,9.354425279,29.35489104,,,,,,,,-1.372411022,-1.431683479,7,-0.181156434,,,,,,,,,,,1,,39.129379,476077.4,0.35690749,57
Uganda,UGA,UGA,11000000,32400000,3.177244559,10400000000,47679419623,2069.112743,3405.61546,1.439177,2.0128,1647.029679,2640.057577,631.4547,654.3876,655.3818,731.4308,816.936,752.5891,542.0056,512.9927,553.0675,691.3197,820.5049,1000.118,1027.601,1064.008,1122.217,1151.695,1.251384277,0.241436518,6.187836,17.80411,12.38064,12.2449,5.787342249,12.52332943,,11.39033004,,3.887875558,0.088999812,3.76335581,10.91542663,34.63583525,19.56583161,58.02747376,0.342857143,9.563799649,,-135000,5026309,14134130.38,45.69371818,43.6238592,8.15845206,25.78193548,72.17943781,24.68183083,84.21433719,73.4524796,,0,0,4.711828757,0.104523261,7.099,6.254,79.4,100,6.4930019,2247,50.88726829,53.40614634,99.92370793,105.8152391,1.4715,4.718,27.35102,4,2.5,3.8028,,9.782981373,0.713952809,28.68777967,8.68,,,50.73,5.84,,0.93017501,-0.432303078,-0.871080124,5,1.060701403,,10.7,71.7,35.3,68.5,,7.6,4.3,67.66666667,1,,,1.218088,240491.6,,9
Ukraine,UKR,UKR,49000000,45700000,-0.205064707,,6.30212E+11,,27563.06918,2.676414,3.305164,,12715.9123,,,,,,,,,,4003.146,3918.164,6028.722,6531.35,7123.798,7361.899,6404.886,,,,11.80799,,11.01698,,15.3757434,,19.17275232,,2.725787126,,4.241483295,,48.03655764,,94.34198443,,2.203146286,,-80000,,23018662.23,,50.36906396,,29.37278781,,8.220420751,1134.941263,11.4762397,,0,3.77842635,0,6.821784265,2.02,1.46,13.3,0,0.022608999,3230,69.11804878,69.19,50.2779956,42.03083339,6.4877,11.2817,94.45034,39.2,25.5,11.2157,,33.25479261,28.31285439,120.2676224,38.45,,27.51,37.08,9.36,,0.473672,-0.733180959,-0.902414225,3,0.270116264,,41.9,51.2,49.8,16,31.8,27.5,3.4,48.06666667,,,,49.062382,586548.7,0.32857639,32
United Arab Emirates,ARE,ARE,522571,4798000,6.521157599,,6.41898E+11,,213256.5189,1.555951,2.768559,,88056.85135,,,,,,,,,41409.23,38579.19,37938.4,47692.29,51469.95,53955.87,56429.57,52945.86,,,,41.88518,,32.30769,75.89662898,,8.294754481,,,,,,29.00747749,,103.2380293,,,,0,342979,,2884888.937,,60.12690573,79.09171113,,0.830074159,,,3.0592734,7167,,,,31.03379192,6.009,1.899,6.8,3.364770114,0.008355,3138,64.7097561,77.88097561,43.32313001,25.24128532,2.8459,9.271,95.20028,20.2,12.9,9.1238,459.5,82.15326404,33.9493759,232.0679772,196.76,,,,,,,0.524996496,1.037225365,,-0.907398184,,,,,,,,,,,1,,23.539061,102580.3,,49
United Kingdom,GBR,GBR,56200000,62000000,0.288875377,1.777E+12,4.34553E+12,68610.03861,136494.2156,2.555977,2.855025,38299.28015,65181.91298,10398.88,11924.54,12841.08,14357.12,15829.06,17650.38,19109.9,20946.82,24437.48,26134.32,30231.26,34181.11,34956,35651.76,35433.82,33383.26,1.874403717,0.672663982,13.45867,14.40346,15.28199,12.01273,17.80508269,11.23326494,22.42392403,23.45429953,-0.157550733,3.145194908,1.403630879,3.353532155,26.85922683,30.03677988,52.26450475,57.70400151,1,,,947621,25900000,31753626.51,46.08540925,51.21552663,38.95635866,21.04097963,2.718162176,0.718037555,14382.00956,1.4727185,,0,1.209957978,0,8.841804396,1.81,2.001818571,4.6,0,0,3442,72.72439024,80.05121951,59.70239514,51.20651237,7.3662,9.2665,,21.7,14.4,9.4859,503,83.18824006,54.35883484,129.9769848,599.82,23.299999,,,,0.75,0.121059,1.705874164,1.544015445,1,-0.303868173,,25.4,46.2,39.9,18.8,,30.5,,73.63333333,,,1,53.88718,219140.8,,9
United States,USA,USA,216000000,307000000,1.03402747,9.117E+12,3.20556E+13,95465.96859,201618.3979,3.156273,3.278927,50255.01236,79357.32756,13185.08,15149.16,15438.08,18351.24,20479.87,22219.23,25090.04,28403.92,31636.3,33689.04,39175.21,42534.82,43258.35,43690.91,43324.94,41099.1,1.808906157,0.53597634,15.14269,16.56293,19.33095,11.35474,18.42429469,11.4229053,17.89454232,17.21014236,-0.401626217,-1.138698916,0.157693729,0.954104398,7.558211162,13.91529145,16.10200813,25.09455344,1,1.028616437,,5051899,95500000,158995068.1,44.21296296,51.78992446,33.23907115,,4.073396962,,,1.6591,9279,0.056744594,0.677917165,0,19.33879562,1.774,2.05,6.8,0,0.060458999,3770,72.60487805,78.65853659,55.36724572,49.48051779,11.4201,12.4452,,34.2,20,12.4762,494.5,78.1394561,50.48744817,97.19778376,762.15,34.419998,40.81,45.81592728,5.436028182,0.74000001,0.49011111,1.525049029,1.181705508,1,-0.40989339,,,,,,39.4,,3.1,78.96666667,,,,45.624771,9400722,,10
Uruguay,URY,URY,2843540,3294000,0.432508462,30800000000,74996279718,24649.97831,45984.95775,2.277041,2.708153,11860.86851,22016.54003,4281.604,5151.348,4753.067,4486.195,4864.289,5211.843,6637.212,5167.028,6049.034,7749.492,8501.41,8908.4,9277.743,9959.33,10859.15,11069.14,2.21537506,0.867970265,16.69011,22.57817,17.84479,19.57433,15.40066894,18.88085264,14.01500691,12.87835243,,1.746222403,0.639856696,4.003964289,20.27804253,25.53570015,37.05868523,52.0219868,0.285714286,3.372153357,,-50000,1249494,1656107.05,43.94149546,50.27647389,,25.8486353,,9.7880473,5421.398198,9.9347568,,0,0,0.354921909,1.869530606,2.934,1.9966,11.3,0,0,2818,69.30214634,76.11121951,59.63155805,57.65458912,5.6139,8.4104,,8.8,6.4,8.65,427,55.45693224,28.50277045,113.6642891,125.02,,42.42,48.64,5.63,0.57999998,0.25040001,0.72315374,1.220161892,1,-0.8831379,1.59,,,,,,,3.3,66.1,,,,-32.866669,175471.3,,12
Uzbekistan,UZB,UZB,14000000,27600000,1.996348362,,1.26479E+11,,10033.34281,,,,5189.227651,,,,,,,,,1871.645,1339.2,1462.68,1802.078,1925.799,2083.123,2245.233,2384.448,,,,19.22718,,28.907,,26.04097272,,17.8,,,,2.336172147,,36.43805571,,72.81708413,,,,-400000,,12682188.8,,45.94995942,,33.19499856,,19.50497983,1177.43173,21.4254875,,0,17.80922857,0,4.317246369,5.67,2.651,31.8,0,0.049206998,2525,63.98443902,67.94021951,95.63615557,51.01219059,,,103.53204,,,,,16.88689132,6.686301414,59.1272189,,,36.72,44.19,7.14,,0.412514,-1.218478412,-1.263937661,7,0.907413767,,,,,,,,,,,1,,41.765869,445830.2,0.1461813,50
Vanuatu,VUT,VUT,99700,219000,2.314429567,,4234634947,,37529.53604,,,,11585.92848,,,,,3076.271,4168.243,3887.491,5039.857,4707.247,5526.625,5533.114,5354.562,5636.334,6043.966,6356.921,6536.012,1.323037028,,27.07698,30.13955,28.24084,21.41944,,,,,,,,5.33438786,,,,,,,,0,,123545.267,,56.41336393,,,,,980.2169437,30.4878049,27227,0,0,0,0.449947151,5.929,3.883,14.3,,4.9437251,2722,55.51278049,70.58409756,93.72457985,72.09582729,,,47.2574,,,,,7.08959581,3.010576009,52.73491584,14.47,,,,,,,0.404933674,0.398663664,2,-1.265184775,,,,,,,,,,,,,,,,52
Venezuela,VEN,VEN,12700000,27200000,2.240044058,3.146E+11,6.26095E+11,82219.84164,49687.94487,1.988095,2.448834,34473.33801,18856.02392,5274.317,6527.248,6662.745,8015.263,8935.766,10386.32,9698.616,7923.087,7810.061,8606.982,8315.287,8552.208,9082.915,9546.921,9763.557,9115.387,-0.383899091,-1.689507086,26.36754,23.80293,20.49678,28.44974,39.68368176,22.55630409,11.4306257,13.2667196,1.110999191,1.224040557,1.330652327,-0.952065613,21.92667066,20.46979221,50.7548518,38.72092216,0.257142857,,,40000,3826327,13149035.42,30.12855906,48.34204199,46.44140858,,5.032350855,,3257,6.1941,,0.340589476,9.509237682,0,6.018809591,4.658,2.509,15.3,0.446810015,0.68247801,2582,67.0195122,73.74395122,86.79511857,54.51124277,3.8853,6.1884,82.14731,15.4,4.1,6.3112,,31.16733019,24.1918898,99.08247604,82.1,43.630001,43.5,48.97,4.92,0.52999997,0.4966,-1.585778767,-1.19647641,5,1.410539111,1.37,42.1,50.7,31.8,43.8,48.3,14.8,4,81.7,,,,7.075953,929507.1,,5
Vietnam,VNM,VNM,48100000,88600000,1.796616707,,7.10052E+11,,15010.2477,2.06918,2.438862,1259.976324,5461.732386,,,,,569.4247,555.3326,656.5192,821.433,941.8146,1280.015,1675.272,2320.524,2495.139,2586.463,2710.248,2872.624,4.83357048,,13.81881,42.97813,23.36082,27.29098,,27.77772418,,6.303704195,,7.231916632,,7.820513148,,78.65164406,,146.9521041,,,,-200000,21200000,46599589.36,44.07484407,52.59547332,,40.23920791,,20.91100405,191,63.1637,,0.033552019,7.018800869,0.153816457,1.30687338,6.356,2.033,19.5,95.39437294,6.9330812,2769,53.03839024,74.57812195,92.18081457,47.20448965,3.6079,5.4879,,4.5,2.9,5.2497,,27.49778589,35.16600178,101.4737044,12.71,,37.57,45.43,7.33,,0.238308,-0.425830675,-0.518899704,7,-0.192590175,,60,32,62.7,6.1,,52.1,4,80.3,,1,,16.68808,333167.8,0.085051864,24
Yemen,YEM,YEM,7934497,22900000,3.11740279,,1.37351E+11,,22786.46445,1.016519,1.704086,,8843.683374,,,,,,,,,1440.06,1652.482,2122.238,2420.967,2380.454,2421.176,2425.656,2396.983,,,,23.89805,,6.144548,,,,,,0.438641945,,0.490016556,,,,,1,,,-135000,,6206792.846,,27.10389889,,,,,,38.7904,1779,0,13.16621128,0,0.986036655,8.712,5.1,50.8,96.0953176,1.051863,2032,41.82502439,63.37834146,111.2338592,85.67283762,0,2.4951,,2.5,1.6,1.2256,,1.781153865,5.091131465,16.29331703,14.76,,37.69,45.29,7.18,,,-1.151795715,-1.026923029,6,2.306227096,,,,,,,,,,,1,,15.79152,391374.2,,48
Zambia,ZMB,ZMB,4923730,13100000,2.87807605,26670000000,37893220402,14646.99748,7775.205995,1.622472,2.263962,,,,1604.594,1803.056,2044.454,2300.141,2138.54,1660.379,1298.606,1206.735,901.2458,828.8163,1396.202,1471.466,1793.522,1853.8,1764.77,-0.565008773,,24.48456,,13.52499,11.43483,1.556326303,25.593685,13.09591322,,14.31549624,34.10106015,1.556326303,5.459964801,56.25,32.16143183,92.84623218,,0.2,,86.3,-85000,1820851,0.372030303,36.98113016,,,743390,45.49687303,484.1692022,83.22312803,63.2646904,1531,21.20672098,0,21.5531844,0.218400899,,5.737,,100,6.9941959,1885,51.02909756,46.331,98.96529861,97.11843514,2.9218,,0.000441697,1.6,1,17,,,34.06692411,,48.68,51,50.74,55.18,3.63,0.72000003,0.78079998,-0.479834123,-0.50559727,3,-0.508013111,-0.88999999,23.5,68,38.5,61.1,,11.5,,,1,,,-13.49506,760305.1,,16
Zimbabwe,ZWE,ZWE,6341797,11400000,1.724856437,5431000000,8299902483,2278.74827,1813.298344,1.826285,2.4871,,,,268.7433,279.8033,267.9721,338.6393,404.7711,353.7526,323.8653,366.8729,359.4312,369.4674,169.0674,170.8395,158.7131,135.9534,142.551,-3.069476152,,14.7601,,17.90566,-3.476869,0.660444154,-26.88413652,13.82293154,,19.05594349,29.01767365,0.660444154,1.066666667,24.4336296,65.39449452,47.19860776,,,,56.3,-700000,2383326,0.401512318,37.58124077,,,386850,32.64554127,,,56.5011072,,21.96382794,0,17.94081381,0.773461532,,3.363,,61.86962724,4.8035698,2207,56.5515122,45.43895122,106.0640512,78.53410747,2.8922,,0.021633484,1.1,0.7,27,,,23.88446531,,,,,,,,0.3874,-1.913754139,-1.48936138,6,1.436187551,0.14,20.5,68.1,35.1,74.1,,11.9,4.7,55.36666667,1,,,-19.05584,394272.1,0.0424047,24
